menaikan	O
moral	O
rakyat	O
Mesir	Place
dan	O
Dunia	O
Arab	O
serta	O
mengadakan	O
untuk	O
perjanjian	O
damai	O
beberapa	O
tahun	O
berikutnya	O
.	O

Gunung	Place
Agung	Place
adalah	O
titik	O
tertinggi	O
di	O
Bali	Place
setinggi	O
3.148	O
m.	O
Gunung	O
berapi	O
ini	O
terakhir	O
meletus	O
pada	O
Maret	O
1963	O
.	O

Berdasarkan	O
relief	O
dan	O
topografi	O
,	O
di	O
tengah-tengah	O
Pulau	O
Bali	Place
terbentang	O
pegunungan	O
yang	O
memanjang	O
dari	O
barat	O
ke	O
timur	O
dan	O
di	O
antara	O
pegunungan	O
tersebut	O
terdapat	O
gugusan	O
gunung	O
berapi	O
yaitu	O
Gunung	Place
Batur	Place
dan	O
Gunung	Place
Agung	Place
serta	O
gunung	O
yang	O
tidak	O
berapi	O
,	O
yaitu	O
Gunung	Place
Merbuk	Place
,	O
Gunung	O
Patas	Place
dan	O
Gunung	O
Seraya	O
.	O

Adanya	O
pegunungan	O
tersebut	O
menyebabkan	O
Daerah	O
Bali	Place
secara	O
Geografis	O
terbagi	O
menjadi	O
2	O
-LRB-	O
dua	O
-RRB-	O
bagian	O
yang	O
tidak	O
sama	O
yaitu	O
Bali	Place
Utara	O
dengan	O
dataran	O
rendah	O
yang	O
sempit	O
dan	O
kurang	O
landai	O
dan	O
Bali	Place
Selatan	Place
dengan	O
dataran	O
rendah	O
yang	O
luas	O
dan	O
landai	O
.	O

Provinsi	O
Bali	Place
memiliki	O
4	O
-LRB-	O
empat	O
-RRB-	O
buah	O
danau	O
yang	O
berlokasi	O
di	O
daerah	O
pegunungan	O
,	O
yaitu	O
Danau	O
Beratan	Place
atau	O
Bedugul	O
,	O
Buyan	O
,	O
Tamblingan	O
,	O
dan	O
Batur	Place
.	O

Sedangkan	O
Kuta	O
,	O
Seminyak	Place
,	O
Jimbaran	Place
dan	O
Nusa	O
Dua	O
adalah	O
beberapa	O
tempat	O
yang	O
menjadi	O
tujuan	O
utama	O
pariwisata	O
,	O
baik	O
wisata	O
pantai	O
maupun	O
tempat	O
peristirahatan	O
,	O
spa	O
,	O
dan	O
lain-lain	O
,	O
terletak	O
di	O
Kabupaten	Place
Badung	Place
.	O

Ia	O
merupakan	O
anak	O
satu-satunya	O
dari	O
pasangan	O
Toeloes	O
dan	O
Saleha	Person
,	O
keduanya	O
berasal	O
dari	O
kabupaten	O
Lima	Place
Puluh	Place
Kota	Place
,	O
Sumatera	Place
Barat	Place
.	O

Chairil	Person
Anwar	Person
mulai	O
mengenyam	O
pendidikan	O
di	O
``	O
Hollandsch-Inlandsche	O
School	O
''	O
-LRB-	O
HIS	O
-RRB-	O
,	O
sekolah	O
dasar	O
untuk	O
orang-orang	O
pribumi	O
pada	O
masa	O
penjajahan	O
Belanda	Place
.	O

Ia	O
juga	O
mengisi	O
jam-jamnya	O
dengan	O
membaca	O
karya-karya	O
pengarang	O
internasional	O
ternama	O
,	O
seperti	O
:	O
Rainer	Person
Maria	Person
Rilke	Person
,	O
W.H.	O
Pada	O
awal	O
1954	O
,	O
Gamal	Person
Abdul	Person
Nasser	Person
menangkap	O
dan	O
menahan	O
presiden	O
Mesir	Place
ketika	O
itu	O
,	O
jendral	O
Muhammad	Person
Naguib	Person
,	O
dan	O
pada	O
25	O
Februari	O
1954	O
Gamal	Person
Abdul	Person
Nasser	Person
menjadi	O
Kepala	O
Negara	O
Mesir	Place
.	O

Dua	O
tahun	O
kemudian	O
,	O
Gamal	Person
Abdul	Person
Nasser	Person
menjadi	O
calon	O
tunggal	O
dalam	O
pemilu	O
presiden	O
dan	O
dilantik	O
menjadi	O
presiden	O
Mesir	Place
kedua	O
.	O

Pada	O
masa	O
pemerintahannya	O
,	O
Gamal	Person
Abdul	Person
Nasser	Person
membangkitkan	O
Nasionalisme	O
Arab	O
dan	O
Pan	O
Arabisme	O
,	O
menasionalisasi	O
terusan	O
Suez	O
yang	O
mengakibatkan	O
krisis	O
Suez	O
yang	O
membuat	O
Mesir	Place
berhadapan	O
dengan	O
Perancis	Place
,	O
Inggris	Place
dan	O
Israel	Place
yang	O
memilii	O
kepentingan	O
terhadap	O
terusan	O
itu	O
.	O

Krisis	O
ini	O
berakhir	O
dengan	O
keputusan	O
dunia	O
Internasional	O
yang	O
menguntungkan	O
Mesir	Place
serta	O
terusan	O
Suez	O
resmi	O
berada	O
dalam	O
kedaulatan	O
Mesir	Place
.	O

Kemudian	O
mengadakan	O
proyek	O
infrastruktur	O
besar-besaran	O
diantaranya	O
adalah	O
proyek	O
Bendungan	Place
Aswan	O
dengan	O
bantuan	O
pemerintah	O
Uni	O
Soviet	O
.	O

Pendiri	O
dan	O
mantan	O
Pemimpin	O
Redaksi	O
Majalah	O
Berita	O
``	O
Tempo	O
''	O
,	O
ini	O
pada	O
masa	O
mudanya	O
lebih	O
dikenal	O
sebagai	O
seorang	O
penyair	O
.	O

Goenawan	Person
yang	O
biasanya	O
dipanggil	O
Goen	O
,	O
belajar	O
psikologi	O
di	O
Universitas	Organisation
Indonesia	Organisation
,	O
ilmu	O
politik	O
di	O
Belgia	Place
,	O
dan	O
menjadi	O
Nieman	O
Fellow	O
di	O
Harvard	O
University	O
,	O
Amerika	Place
Serikat	Place
.	O

Karier	O
GM	O
--	O
panggilan	O
singkatnya	O
--	O
dimulai	O
dari	O
redaktur	O
``	O
Harian	Place
''	O
``	O
KAMI	O
''	O
-LRB-	O
1969-1970	O
-RRB-	O
,	O
redaktur	O
``	O
Majalah	O
''	O
``	O
Horison	O
''	O
-LRB-	O
1969-1974	O
-RRB-	O
,	O
pemimpin	O
redaksi	O
``	O
Majalah	O
Ekspres	O
''	O
-LRB-	O
1970-1971	O
-RRB-	O
,	O
pemimpin	O
redaksi	O
``	O
Majalah	O
Swasembada	O
''	O
-LRB-	O
1985	O
-RRB-	O
.	O

Dan	O
sejak	O
1971	O
,	O
Goenawan	Person
bersama	O
rekan-rekannya	O
mendirikan	O
majalah	O
``	O
Mingguan	O
Tempo	O
''	O
,	O
sebuah	O
majalah	O
yang	O
mengusung	O
karakter	O
jurnalisme	O
majalah	O
``	O
Time	O
''	O
.	O

Goenawan	Person
Mohammad	O
awalnya	O
berharap	O
bisa	O
membangkitkan	O
``	O
Tempo	O
''	O
lagi	O
lewat	O
PWI	O
-LRB-	O
Persatuan	O
Wartawan	O
Indonesia	Place
-RRB-	O
,	O
di	O
mana	O
ia	O
menjadi	O
salah	O
satu	O
anggota	O
.	O

Setelah	O
PWI	O
yang	O
terkooptasi	O
rezim	O
Soeharto	Person
ternyata	O
tak	O
bisa	O
diandalkan	O
,	O
Goenawan	Person
kemudian	O
mendukung	O
inisiatif	O
para	O
jurnalis	O
muda	O
idealis	O
yang	O
mendirikan	O
Aliansi	O
Jurnalis	O
Independen	Organisation
-LRB-	O
AJI	O
-RRB-	O
,	O
asosiasi	O
jurnalis	O
independen	O
pertama	O
di	O
Indonesia	Place
.	O

Ia	O
juga	O
turut	O
mendirikan	O
Institusi	O
Studi	O
Arus	O
Informasi	O
-LRB-	O
ISAI	O
-RRB-	O
yang	O
bekerja	O
mendokumentasikan	O
kekerasan	O
terhadap	O
dunia	O
pers	O
Indonesia	Place
.	O

Masa	O
mudanya	O
dihabiskan	O
di	O
Surakarta	Place
-LRB-	O
lulus	O
SMP	O
Negeri	O
2	O
Surakarta	Place
tahun	O
1955	O
dan	O
SMA	O
Negeri	O
2	O
Surakarta	Place
tahun	O
1958	O
-RRB-	O
.	O

Kesukaannya	O
menulis	O
ini	O
berkembang	O
saat	O
ia	O
menempuh	O
kuliah	O
di	O
bidang	O
Bahasa	O
Inggris	Place
di	O
Universitas	Organisation
Gadjah	Organisation
Mada	Organisation
,	O
Yogyakarta	Place
.	O

Sejak	O
tahun	O
1974	O
ia	O
mengajar	O
di	O
Fakultas	O
Sastra	O
-LRB-	O
sekarang	O
Fakultas	O
Ilmu	O
Budaya	O
-RRB-	O
Universitas	Organisation
Indonesia	Organisation
,	O
namun	O
kini	O
telah	O
pensiun	O
.	O

Beberapa	O
puisinya	O
sangat	O
populer	O
dan	O
banyak	O
orang	O
yang	O
mengenalinya	O
,	O
seperti	O
``	O
Aku	O
Ingin	O
''	O
-LRB-	O
sering	O
kali	O
dituliskan	O
bait	O
pertamanya	O
pada	O
undangan	O
perkawinan	O
-RRB-	O
,	O
``	O
Hujan	O
Bulan	O
Juni	O
''	O
,	O
``	O
Pada	O
Suatu	O
Hari	O
Nanti	O
''	O
,	O
``	O
Akulah	O
si	O
Telaga	O
''	O
,	O
dan	O
``	O
Berjalan	O
ke	O
Barat	O
di	O
Waktu	O
Pagi	O
Hari	O
''	O
.	O

Musikalisasi	O
puisi	O
karya	O
SDD	O
dimulai	O
pada	O
tahun	O
1987	O
ketika	O
beberapa	O
mahasiswanya	O
membantu	O
program	O
Pusat	O
Bahasa	O
,	O
membuat	O
musikalisasi	O
puisi	O
karya	O
beberapa	O
penyair	O
Indonesia	Place
,	O
dalam	O
upaya	O
mengapresiasikan	O
sastra	O
kepada	O
siswa	O
SLTA	O
.	O

Kelak	O
,	O
``	O
Aku	O
Ingin	O
''	O
diaransemen	O
ulang	O
oleh	O
Dwiki	Person
Dharmawan	Person
dan	O
menjadi	O
bagian	O
dari	O
''	O
``	O
Soundtrack	O
''	O
Cinta	O
dalam	O
Sepotong	Place
Roti	O
''	O
-LRB-	O
1991	O
-RRB-	O
,	O
dibawakan	O
oleh	O
Ratna	O
Octaviani	O
.	O

Kerajaan	O
Bersatu	O
Britania	Place
Raya	Place
dan	O
Irlandia	Place
Utara	O
-LRB-	O
atau	O
``	O
United	O
Kingdom	O
''	O
,	O
UK	O
-RRB-	O
,	O
atau	O
secara	O
umum	O
dikenal	O
sebagai	O
Britania	Place
Raya	Place
,	O
atau	O
Inggris	Place
Raya	O
,	O
adalah	O
sebuah	O
negara	O
berdaulat	O
yang	O
terletak	O
di	O
lepas	O
pantai	O
barat	O
laut	O
benua	O
Eropa	Place
.	O

Britania	Place
Raya	Place
adalah	O
sebuah	O
negara	O
kepulauan	O
yang	O
terdiri	O
dari	O
Pulau	O
Britania	Place
Raya	Place
,	O
bagian	O
timur	O
laut	O
Pulau	O
Irlandia	Place
dan	O
sejumlah	O
pulau-pulau	O
yang	O
lebih	O
kecil	O
.	O

Irlandia	Place
Utara	O
adalah	O
satu-satunya	O
bagian	O
dari	O
Britania	Place
Raya	Place
yang	O
berbagi	O
perbatasan	O
darat	O
dengan	O
negara	O
berdaulat	O
lain	O
,	O
yaitu	O
Republik	O
Irlandia	Place
.	O

Selebihnya	O
,	O
perbatasan	O
darat	O
Britania	Place
Raya	Place
dikelilingi	O
oleh	O
Samudera	O
Atlantik	O
,	O
Laut	O
Utara	O
,	O
Selat	O
Inggris	Place
dan	O
Laut	O
Irlandia	Place
.	O

Terdapat	O
empat	O
negara	O
dalam	O
kedaulatan	O
Britania	Place
Raya	Place
yang	O
masing-masingnya	O
berdiri	O
sendiri	O
;	O
Inggris	Place
,	O
Irlandia	Place
Utara	O
,	O
Skotlandia	Place
dan	O
Wales	Place
.	O

Britania	Place
Raya	Place
adalah	O
salah	O
satu	O
negara	O
maju	O
dengan	O
ekonomi	O
terbesar	O
keenam	O
di	O
dunia	O
menurut	O
PDB	O
nominal	O
dan	O
terbesar	O
kedelapan	O
di	O
dunia	O
menurut	O
keseimbangan	O
kemampuan	O
berbelanja	O
.	O

Yerusalem	Place
-LRB-	O
;	O
;	O
-RRB-	O
merupakan	O
salah	O
satu	O
kota	O
tertua	O
di	O
dunia	O
,	O
terletak	O
di	O
sebuah	O
dataran	O
tinggi	O
di	O
Pegunungan	O
Yudea	O
antara	O
Laut	O
Tengah	O
dan	O
Laut	Place
Mati	Place
.	O

Baik	O
orang	O
Israel	Place
maupun	O
Palestina	O
mengklaim	O
Yerusalem	Place
sebagai	O
ibu	O
kota	O
mereka	O
,	O
sebab	O
Israel	Place
mempertahankan	O
lembaga-lembaga	O
pemerintahan	O
utamanya	O
di	O
sana	O
dan	O
Negara	O
Palestina	O
pada	O
dasarnya	O
memandang	O
kota	O
ini	O
sebagai	O
pusat	O
kekuasaannya	O
;	O
bagaimanapun	O
kedua	O
klaim	O
tersebut	O
tidak	O
ada	O
satupun	O
yang	O
mendapat	O
pengakuan	O
luas	O
secara	O
internasional	O
.	O

Saat	O
ini	O
tembok	O
tersebut	O
mengelilingi	O
Kota	Place
Lama	Place
,	O
yang	O
mana	O
secara	O
tradisi	O
terbagi	O
menjadi	O
empat	O
bagian	O
--	O
sejak	O
awal	O
abad	O
ke-19	O
dikenal	O
sebagai	O
Kampung	O
Armenia	Place
,	O
Kristen	O
,	O
Yahudi	O
,	O
dan	O
Muslim	O
.	O

Kota	Place
Lama	Place
menjadi	O
sebuah	O
Situs	O
Warisan	O
Dunia	O
pada	O
tahun	O
1981	O
,	O
dan	O
termasuk	O
dalam	O
Daftar	O
Situs	O
Warisan	O
Dunia	O
yang	O
dalam	O
Bahaya	O
.	O

Menurut	O
tradisi	O
Alkitab	O
,	O
Raja	O
Daud	O
merebut	O
kota	O
ini	O
dari	O
suku	O
Yebus	O
dan	O
kemudian	O
didirikannya	O
sebagai	O
ibu	O
kota	O
Kerajaan	Place
Israel	Place
Bersatu	O
;	O
putranya	O
,	O
Raja	O
Salomo	O
,	O
memerintahkan	O
pembangunan	O
Bait	O
Pertama	O
.	O

Kesucian	O
Yerusalem	Place
dalam	O
Kekristenan	O
,	O
terlestarikan	O
dalam	O
Septuaginta	O
yang	O
mana	O
diadopsi	O
kaum	O
Kristen	O
sebagai	O
otoritas	O
mereka	O
sendiri	O
,	O
dipertegas	O
oleh	O
catatan	O
Perjanjian	O
Baru	O
tentang	O
penyaliban	O
Yesus	O
di	O
sana	O
.	O

Dalam	O
tradisi	O
Islam	O
,	O
pada	O
tahun	O
610	O
M	O
Yerusalem	Place
menjadi	O
kiblat	O
pertama	O
,	O
yaitu	O
arah	O
yang	O
dituju	O
dalam	O
doa	O
Muslim	O
-LRB-	O
salat	O
-RRB-	O
,	O
dan	O
Muhammad	O
melakukan	O
Perjalanan	O
Malam	O
di	O
sana	O
10	O
tahun	O
kemudian	O
,	O
naik	O
ke	O
surga	O
di	O
tempat	O
ia	O
berbicara	O
kepada	O
Allah	O
,	O
menurut	O
Al-Qur	O
`	O
an	O
.	O

Alhasil	O
,	O
walaupun	O
hanya	O
merupakan	O
daerah	O
seluas	O
0,9	O
kilometer	O
persegi	O
,	O
Kota	Place
Lama	Place
memiliki	O
banyak	O
situs	O
dengan	O
arti	O
penting	O
keagamaan	O
yang	O
sangat	O
berpengaruh	O
,	O
di	O
antaranya	O
yaitu	O
Bukit	O
Bait	O
Suci	O
-LRB-	O
Kompleks	O
al-Haram	O
-RRB-	O
dan	O
Tembok	O
Baratnya	O
,	O
Gereja	O
Makam	O
Kudus	O
,	O
Kubah	O
Batu	O
-LRB-	O
Kubah	O
Shakhrah	O
-RRB-	O
,	O
Makam	O
Taman	O
,	O
dan	O
Masjid	O
Al-Aqsa	O
.	O

Meski	O
nama	O
`	O
Principality	O
of	O
Wales	Place
'	O
/	O
`	O
Tywysogaeth	O
Cymru	O
'	O
,	O
-LRB-	O
Kepangeranan	O
Wales	Place
-RRB-	O
sering	O
dipakai	O
,	O
tetapi	O
banyak	O
yang	O
menentang	O
,	O
sebab	O
Pangeran	O
Wales	Place
-LRB-	O
Prince	O
of	O
Wales	Place
-RRB-	O
tidak	O
memiliki	O
peran	O
apapun	O
dalam	O
pemerintahan	O
Wales	Place
-LRB-	O
Wales	Place
merupakan	O
kepangeranan	O
dengan	O
wilayah	O
terluas	O
di	O
dunia	O
-RRB-	O
.	O

Wales	Place
tidak	O
pernah	O
ditaklukkan	O
oleh	O
suku	O
bangsa	O
Anglo-Saxon	O
ketika	O
Britania	Place
Raya	Place
diinvasi	O
pada	O
abad	O
ke	O
7	O
Masehi	O
berkat	O
perlawanan	O
sengit	O
penduduk	O
setempat	O
.	O

Seorang	O
Raja	O
Saxon	O
;	O
Offa	O
dari	O
Mercia	O
,	O
diceritakan	O
konon	O
membangun	O
sebuah	O
tembok	O
raksasa	O
sepanjang	O
perbatasan	O
kerajaannya	O
untuk	O
menandai	O
sebuah	O
bagian	O
besar	O
daerah	O
yang	O
bernama	O
Powys	O
yang	O
telah	O
direbut	O
dari	O
orang	O
Wales	Place
.	O

Ketika	O
orang	O
Normandia	O
yang	O
dipimpin	O
oleh	O
-LRB-	O
William	O
sang	O
Penakluk	O
-RRB-	O
mengalahkan	O
raja	O
Harold	O
di	O
Hasting	O
,	O
Inggris	Place
dan	O
menaklukkan	O
mereka	O
pada	O
tahun	O
1066	O
,	O
Wales	Place
belum	O
dikuasai	O
.	O

Wales	Place
baru	O
dikalahkan	O
pada	O
tahun	O
1282	O
ketika	O
,	O
Raja	O
Edward	O
I	O
dari	O
Inggris	Place
mengalahkan	O
Pangeran	O
Llywelyn	O
Yang	O
Terakhir	O
,	O
pangeran	O
Wales	Place
merdeka	O
yang	O
terakhir	O
.	O

Untuk	O
mengontrol	O
orang	O
Wales	Place
,	O
orang	O
Inggris	Place
membangun	O
banyak	O
kastil	O
seperti	O
di	O
Caernarfon	O
,	O
Conway	O
dan	O
Harlech	O
.	O

Port	Place
Moresby	Place
-LRB-	O
Baca	O
:	O
Port	O
Moresbai	O
-RRB-	O
adalah	O
ibu	O
kota	O
,	O
kota	O
terbesar	O
sekaligus	O
pusat	O
ritel/konveksi	O
di	O
negara	O
Papua	Place
Nugini	Place
.	O

Port	Place
Moresby	Place
terletak	O
di	O
pesisir	O
Teluk	O
Papua	Place
dijazirah	O
bagian	O
tenggara	O
-LRB-	O
ekor	O
burung	O
-RRB-	O
negara	O
Papua	Place
Nugini	Place
.	O

Kota	O
Port	Place
Moresby	Place
berpenduduk	O
259.908	O
jiwa	O
-LRB-	O
berdasarkan	O
hasil	O
perhitungan	O
cepat	O
LSM	O
setempat	O
pada	O
tahun	O
2007	O
-RRB-	O
.	O

Distrik	O
Ibukota	O
Nasional	O
-LRB-	O
NCD	O
:	O
National	O
Capital	O
District	O
-RRB-	O
termasuk	O
di	O
dalamnya	O
adalah	O
Port	Place
Moresby	Place
,	O
terdiri	O
atas	O
perkampungan	O
yang	O
tersebar	O
luas	O
,	O
pusat	O
pemerintahan	O
,	O
pinggiran	O
kota	O
,	O
dan	O
perkampungan	O
liar	O
.	O

Hal	O
ini	O
membuat	O
penduduk	O
asli	O
-LRB-	O
orang-orang	O
Motu	O
dan	O
Koitabu	O
-RRB-	O
kurang	O
dari	O
sepersepuluh	O
dari	O
total	O
populasi	O
penduduk	O
yang	O
menempati	O
NCD	O
.	O

Para	O
ilmuwan	O
percaya	O
orang-orang	O
Motu	O
telah	O
menetap	O
di	O
NCD	O
lebih	O
dari	O
400	O
tahun	O
yang	O
lalu	O
.	O

Seperti	O
Thales	O
,	O
dirinya	O
dan	O
Anaximenes	O
tergolong	O
sebagai	O
filsuf-filsuf	O
dari	O
Miletos	Place
yang	O
menjadi	O
perintis	O
filsafat	O
Barat	O
.	O

Menurut	O
Apollodorus	O
,	O
seorang	O
penulis	O
Yunani	Place
kuno	O
,	O
Anaximandros	Person
-LRB-	O
610-546	O
SM	O
-RRB-	O
telah	O
berumur	O
63	O
tahun	O
pada	O
saat	O
Olimpiade	O
ke-58	O
yang	O
dilaksanakan	O
tahun	O
547/546	O
SM	O
.	O

Kemudian	O
disebutkan	O
pula	O
bahwa	O
Anaximandros	Person
meninggal	O
tidak	O
lama	O
setelah	O
Olmpiade	O
tersebut	O
usai	O
,	O
sehingga	O
waktu	O
kematiannya	O
diperkirakan	O
pada	O
tahun	O
546	O
SM	O
.	O

Usahanya	O
dalam	O
bidang	O
geografi	O
dapat	O
dilihat	O
ketika	O
ia	O
memimpin	O
ekspedisi	O
dari	O
Miletos	Place
untuk	O
mendirikan	O
kota	O
perantauan	O
baru	O
ke	O
Apollonia	O
di	O
Laut	O
Hitam	O
.	O

Jawa	Place
Timur	Place
memiliki	O
wilayah	O
terluas	O
di	O
antara	O
6	O
provinsi	O
di	O
Pulau	O
Jawa	Place
,	O
dan	O
memiliki	O
jumlah	O
penduduk	O
terbanyak	O
kedua	O
di	O
Indonesia	Place
setelah	O
Jawa	Place
Barat	Place
.	O

Jawa	Place
Timur	Place
berbatasan	O
dengan	O
Laut	O
Jawa	Place
di	O
utara	O
,	O
Selat	O
Bali	Place
di	O
timur	O
,	O
Samudra	O
Hindia	O
di	O
selatan	O
,	O
serta	O
Provinsi	O
Jawa	Place
Tengah	Place
di	O
barat	O
.	O

Wilayah	O
Jawa	Place
Timur	Place
juga	O
meliputi	O
Pulau	O
Madura	Place
,	O
Pulau	O
Bawean	O
,	O
Pulau	O
Kangean	O
serta	O
sejumlah	O
pulau-pulau	O
kecil	O
di	O
Laut	O
Jawa	Place
-LRB-	O
Kepulauan	O
Masalembu	Place
-RRB-	O
,	O
dan	O
Samudera	O
Hindia	O
-LRB-	O
Pulau	O
Sempu	Place
,	O
dan	O
Nusa	Place
Barung	Place
-RRB-	O
.	O

Prasasti	O
Dinoyo	Place
yang	O
ditemukan	O
di	O
dekat	O
Kota	Place
Malang	Place
adalah	O
sumber	O
tertulis	O
tertua	O
di	O
Jawa	Place
Timur	Place
,	O
yakni	O
bertahun	O
760	O
.	O

Pada	O
tahun	O
929	O
,	O
Mpu	O
Sindok	O
memindahkan	O
pusat	O
Kerajaan	Place
Mataram	Place
dari	O
Jawa	Place
Tengah	Place
ke	O
Jawa	Place
Timur	Place
,	O
serta	O
mendirikan	O
Wangsa	O
Isyana	Person
yang	O
kelak	O
berkembang	O
menjadi	O
Kerajaan	Place
Medang	O
,	O
dan	O
sebagai	O
suksesornya	O
adalah	O
Kerajaan	Place
Kahuripan	Place
,	O
Kerajaan	Place
Janggala	Place
,	O
dan	O
Kerajaan	Place
Kadiri	O
.	O

Pada	O
era	O
Kerajaan	Place
Majapahit	Place
di	O
bawah	O
Raja	O
Hayam	O
Wuruk	O
,	O
wilayahnya	O
hingga	O
mencapai	O
Malaka	O
,	O
dan	O
Kepulauan	O
Filipina	Place
.	O

Ketika	O
pemerintahan	O
Stamford	O
Raffles	O
,	O
Jawa	Place
Timur	Place
untuk	O
pertama	O
kalinya	O
dibagi	O
atas	O
karesidenan	O
,	O
yang	O
berlaku	O
hingga	O
tahun	O
1964	O
.	O

Daerah	Place
Istimewa	Place
Yogyakarta	Place
-LRB-	O
-RRB-	O
adalah	O
Daerah	O
Istimewa	O
setingkat	O
provinsi	O
di	O
Indonesia	Place
yang	O
merupakan	O
peleburan	O
Negara	O
Kesultanan	O
Yogyakarta	Place
dan	O
Negara	O
Kadipaten	O
Paku	O
Alaman	O
.	O

Daerah	Place
Istimewa	Place
Yogyakarta	Place
terletak	O
di	O
bagian	O
selatan	O
Pulau	O
Jawa	Place
,	O
dan	O
berbatasan	O
dengan	O
Provinsi	O
Jawa	Place
Tengah	Place
dan	O
Samudera	O
Hindia	O
.	O

Penyebutan	O
nomenklatur	O
Daerah	Place
Istimewa	Place
Yogyakarta	Place
yang	O
terlalu	O
panjang	O
menimbulkan	O
penyingkatan	O
nomenklatur	O
menjadi	O
DI	O
Yogyakarta	Place
atau	O
DIY	O
.	O

Daerah	Place
Istimewa	Place
Yogyakarta	Place
sering	O
dihubungkan	O
dengan	O
Kota	Place
Yogyakarta	Place
sehingga	O
secara	O
kurang	O
tepat	O
sering	O
disebut	O
dengan	O
Jogja	O
,	O
Yogya	O
,	O
Yogyakarta	Place
,	O
Jogjakarta	O
.	O

Walau	O
secara	O
geografis	O
merupakan	O
daerah	O
setingkat	O
provinsi	O
terkecil	O
kedua	O
setelah	O
DKI	O
Jakarta	Place
,	O
Daerah	O
Istimewa	O
ini	O
terkenal	O
di	O
tingkat	O
nasional	O
,	O
dan	O
internasional	O
,	O
terutama	O
sebagai	O
tempat	O
tujuan	O
wisata	O
andalan	O
setelah	O
Provinsi	O
Bali	Place
.	O

Daerah	Place
Istimewa	Place
Yogyakarta	Place
mengalami	O
beberapa	O
bencana	O
alam	O
besar	O
termasuk	O
bencana	O
gempa	O
bumi	O
pada	O
tanggal	O
27	O
Mei	O
2006	O
,	O
erupsi	O
Gunung	Place
Merapi	Place
selama	O
Oktober-November	O
2010	O
,	O
serta	O
erupsi	O
Gunung	Place
Kelud	Place
,	O
Jawa	Place
Timur	Place
pada	O
tanggal	O
13	O
Februari	O
2014	O
.	O

Sebelum	O
Indonesia	Place
merdeka	O
,	O
Yogyakarta	Place
merupakan	O
daerah	O
yang	O
mempunyai	O
pemerintahan	O
sendiri	O
atau	O
disebut	O
``	O
Zelfbestuurlandschappen	O
''	O
/	O
Daerah	O
Swapraja	O
,	O
yaitu	O
Kasultanan	O
Ngayogyakarta	O
Hadiningrat	Person
dan	O
Kadipaten	O
Pakualaman	Place
.	O

Kasultanan	O
Ngayogyakarta	O
Hadiningrat	Person
didirikan	O
oleh	O
Pangeran	O
Mangkubumi	O
yang	O
bergelar	O
Sultan	O
Hamengku	O
Buwono	O
I	O
pada	O
tahun	O
1755	O
,	O
sedangkan	O
Kadipaten	O
Pakualaman	Place
didirikan	O
oleh	O
Pangeran	O
Notokusumo	O
-LRB-	O
saudara	O
Sultan	O
Hamengku	O
Buwono	O
II	O
-RRB-	O
yang	O
bergelar	O
Adipati	O
Paku	O
Alam	O
I	O
pada	O
tahun	O
1813	O
.	O

Pemerintah	O
Hindia	O
Belanda	Place
mengakui	O
Kasultanan	O
,	O
dan	O
Pakualaman	Place
